Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion
267,C055,35,3,04-Mar-23,13:38:57,12-Mar-23,03:52:00,Chandrapur,Holi
280,C003,19,3,07-Feb-23,17:44:47,12-Feb-23,16:31:05,Mangalore,Valentine's Day
281,C008,15,3,21-Sep-23,20:36:47,25-Sep-23,10:27:14,Nellore,Anniversary
286,C098,50,3,06-Mar-23,20:05:40,12-Mar-23,02:41:27,Mango,Holi
290,C079,69,3,06-Mar-23,10:27:18,10-Mar-23,14:33:34,Alwar,Holi
297,C047,13,3,28-Feb-23,20:15:29,05-Mar-23,20:52:27,Phagwara,Holi
301,C070,6,3,27-Feb-23,06:24:22,04-Mar-23,16:52:16,Kota,Holi
304,C088,67,3,12-Mar-23,09:24:28,19-Mar-23,23:09:37,Tiruchirappalli,Anniversary
310,C061,38,3,20-Aug-23,12:24:22,24-Aug-23,15:42:48,Bhalswa Jahangir Pur,Birthday
317,C014,29,3,07-Mar-23,18:51:27,15-Mar-23,16:12:50,Ahmednagar,Holi
326,C088,34,3,27-Aug-23,15:39:05,03-Sep-23,15:33:32,Panchkula,Raksha Bandhan
328,C024,23,3,17-Apr-23,17:51:38,22-Apr-23,08:59:18,Maheshtala,Anniversary
329,C095,17,3,26-Aug-23,02:22:03,04-Sep-23,03:08:52,Nashik,Anniversary
337,C008,24,3,16-May-23,14:21:12,22-May-23,20:26:13,Siwan,Birthday
338,C087,21,3,20-Aug-23,14:15:51,28-Aug-23,01:34:07,Panchkula,Raksha Bandhan
340,C076,38,3,14-Jul-23,07:53:01,22-Jul-23,02:56:01,Davanagere,Birthday
343,C006,66,3,06-Mar-23,14:12:40,09-Mar-23,09:27:05,Parbhani,Holi
350,C020,19,3,13-Feb-23,12:22:57,22-Feb-23,16:26:10,Kolkata,Valentine's Day
364,C003,43,3,08-Nov-23,06:09:01,09-Nov-23,04:37:33,Satara,Diwali
366,C033,3,3,08-Feb-23,23:15:47,16-Feb-23,10:51:38,Kolkata,Valentine's Day
368,C042,6,3,04-Mar-23,23:03:22,06-Mar-23,02:52:10,Nashik,Holi
369,C014,63,3,07-Aug-23,07:23:44,15-Aug-23,04:28:30,Jammu,All Occasions
372,C006,25,3,08-Nov-23,19:04:25,18-Nov-23,18:28:46,Kamarhati,Anniversary
381,C013,25,3,25-Jan-23,18:30:03,28-Jan-23,06:21:06,Tiruchirappalli,Anniversary
384,C004,25,3,11-May-23,16:57:57,15-May-23,13:57:13,Bhilai,Anniversary
400,C083,45,3,07-May-23,14:05:01,15-May-23,18:10:53,Kumbakonam,Birthday
407,C074,69,3,26-Feb-23,08:52:11,28-Feb-23,04:09:44,Jamalpur,Holi
418,C069,64,3,24-Aug-23,13:17:22,01-Sep-23,11:37:10,Karimnagar,Raksha Bandhan
419,C065,47,3,05-Mar-23,17:18:51,11-Mar-23,13:53:36,Agartala,Holi
420,C039,6,3,27-Feb-23,08:36:20,28-Feb-23,00:07:29,Kota,Holi
439,C037,12,3,13-Dec-23,08:56:11,22-Dec-23,12:51:06,Hyderabad,Anniversary
442,C023,3,3,08-Feb-23,18:03:20,15-Feb-23,08:05:39,Khandwa,Valentine's Day
443,C046,49,3,04-Feb-23,22:22:19,13-Feb-23,02:16:00,Secunderabad,Valentine's Day
444,C021,60,3,02-Nov-23,01:01:13,09-Nov-23,09:54:20,Jalna,Diwali
452,C045,70,3,09-Jul-23,19:57:29,17-Jul-23,11:42:18,Mahbubnagar,Birthday
463,C078,18,3,24-Sep-23,22:23:47,30-Sep-23,00:52:03,Hazaribagh,Birthday
464,C014,18,3,05-Jul-23,03:04:25,08-Jul-23,13:38:45,Buxar,Birthday
473,C061,22,3,28-Mar-23,08:13:57,04-Apr-23,15:44:18,Giridih,All Occasions
482,C050,23,3,05-Jun-23,20:33:38,14-Jun-23,20:56:35,Ludhiana,Anniversary
505,C028,45,3,02-Jun-23,13:19:25,05-Jun-23,01:59:32,Allahabad,Birthday
518,C045,45,3,09-Apr-23,04:46:41,15-Apr-23,19:40:46,Ahmednagar,Birthday
522,C011,50,3,27-Feb-23,21:04:28,08-Mar-23,01:34:50,Avadi,Holi
523,C071,30,3,02-Jul-23,13:37:08,09-Jul-23,15:38:36,Muzaffarpur,Anniversary
527,C036,33,3,11-Feb-23,12:51:40,19-Feb-23,15:58:07,Bardhaman,Valentine's Day
528,C001,27,3,27-Aug-23,05:01:16,30-Aug-23,17:03:43,Tirunelveli,Raksha Bandhan
533,C006,14,3,18-Apr-23,07:19:52,20-Apr-23,17:43:45,Raurkela Industrial Township,Birthday
535,C017,25,3,08-Jul-23,21:59:28,11-Jul-23,06:30:40,Saharsa,Anniversary
536,C048,59,3,25-Aug-23,15:14:52,30-Aug-23,11:13:10,Kota,Raksha Bandhan
537,C064,42,3,17-Oct-23,06:19:24,25-Oct-23,03:09:08,Korba,All Occasions
539,C056,20,3,09-Jun-23,15:39:18,16-Jun-23,14:17:05,Jehanabad,Anniversary
541,C007,24,3,13-Nov-23,05:51:09,16-Nov-23,22:56:34,Sasaram,Birthday
546,C064,25,3,02-Feb-23,22:04:53,11-Feb-23,10:00:07,Motihari,Anniversary
552,C064,31,3,10-May-23,18:59:31,11-May-23,17:09:07,Tezpur,All Occasions
557,C039,47,3,01-Mar-23,03:00:42,08-Mar-23,02:10:39,Kavali,Holi
558,C091,64,3,22-Aug-23,00:42:58,25-Aug-23,00:24:52,Muzaffarpur,Raksha Bandhan
565,C011,50,3,06-Mar-23,17:28:16,14-Mar-23,13:12:47,Mehsana,Holi
570,C056,69,3,28-Feb-23,11:25:04,09-Mar-23,00:53:55,Satna,Holi
574,C064,29,3,02-Mar-23,23:57:06,06-Mar-23,21:45:12,Kozhikode,Holi
589,C093,40,3,09-Dec-23,21:23:17,19-Dec-23,01:21:34,Lucknow,Anniversary
591,C002,31,3,06-Jul-23,12:56:00,14-Jul-23,00:00:51,Surat,All Occasions
593,C016,58,3,05-Feb-23,17:30:40,12-Feb-23,09:34:03,Bhilai,Valentine's Day
598,C054,37,3,11-Nov-23,02:51:23,18-Nov-23,21:53:27,Ratlam,Diwali
603,C079,8,3,29-May-23,05:23:57,07-Jun-23,15:14:45,Tiruvottiyur,Anniversary
604,C069,39,3,31-Jan-23,19:54:56,03-Feb-23,21:24:38,Tadipatri,All Occasions
607,C028,50,3,03-Mar-23,01:50:25,05-Mar-23,09:52:56,Bidhannagar,Holi
610,C068,5,3,03-Jan-23,17:25:41,05-Jan-23,00:11:36,Sirsa,All Occasions
615,C020,28,3,25-Aug-23,21:11:09,01-Sep-23,06:10:16,Allahabad,Raksha Bandhan
620,C074,67,3,11-Jul-23,22:23:01,18-Jul-23,01:24:50,Chapra,Anniversary
621,C070,64,3,20-Aug-23,07:17:03,28-Aug-23,01:32:49,Ahmedabad,Raksha Bandhan
630,C071,67,3,21-Feb-23,21:37:47,01-Mar-23,18:53:08,Karimnagar,Anniversary
634,C038,57,3,07-May-23,06:36:16,11-May-23,13:43:49,Fatehpur,Birthday
637,C056,51,3,12-Mar-23,19:29:26,20-Mar-23,22:34:14,Darbhanga,All Occasions
640,C089,59,3,23-Aug-23,06:16:51,31-Aug-23,19:07:21,Bathinda,Raksha Bandhan
645,C033,50,3,27-Feb-23,01:46:39,28-Feb-23,02:07:11,Danapur,Holi
648,C040,41,3,05-Nov-23,19:06:16,09-Nov-23,08:25:00,Chittoor,Diwali
649,C053,43,3,02-Nov-23,03:05:41,11-Nov-23,08:55:15,Naihati,Diwali
650,C077,32,3,23-Feb-23,01:54:43,02-Mar-23,03:09:36,Guwahati,Birthday
657,C055,13,3,03-Mar-23,09:37:53,08-Mar-23,14:48:35,Kochi,Holi
658,C061,21,3,22-Aug-23,20:54:56,31-Aug-23,08:54:06,Srikakulam,Raksha Bandhan
660,C053,58,3,11-Feb-23,06:08:46,21-Feb-23,20:48:35,Amravati,Valentine's Day
662,C068,20,3,09-Feb-23,18:29:52,18-Feb-23,08:27:53,Hazaribagh,Anniversary
667,C052,44,3,04-Nov-23,08:26:58,07-Nov-23,10:30:59,Alwar,Diwali
673,C008,33,3,04-Feb-23,05:54:49,07-Feb-23,04:25:38,Gaya,Valentine's Day
683,C024,27,3,23-Aug-23,21:26:58,30-Aug-23,19:25:08,Surendranagar Dudhrej,Raksha Bandhan
684,C029,70,3,17-Sep-23,01:33:50,25-Sep-23,02:44:39,Tumkur,Birthday
696,C046,13,3,07-Mar-23,02:42:21,14-Mar-23,15:08:45,Rajpur Sonarpur,Holi
698,C060,64,3,29-Aug-23,20:44:11,06-Sep-23,15:00:13,Ozhukarai,Raksha Bandhan
708,C002,62,3,03-Mar-23,10:59:15,12-Mar-23,05:05:35,Ozhukarai,Holi
711,C093,68,3,04-Feb-23,17:15:28,06-Feb-23,14:50:53,Tiruppur,Valentine's Day
713,C081,37,3,08-Nov-23,23:24:22,15-Nov-23,22:51:21,Tiruppur,Diwali
716,C076,40,3,19-Aug-23,23:18:12,26-Aug-23,01:39:58,Berhampore,Anniversary
719,C092,57,3,12-Jul-23,07:44:51,19-Jul-23,01:51:24,Phagwara,Birthday
723,C045,14,3,04-Feb-23,18:00:57,05-Feb-23,00:57:28,Mau,Birthday
725,C035,35,3,06-Mar-23,23:23:18,11-Mar-23,20:03:47,Kishanganj,Holi
733,C060,32,3,01-Apr-23,00:51:37,03-Apr-23,02:26:43,Ludhiana,Birthday
734,C008,49,3,11-Feb-23,11:44:37,14-Feb-23,09:06:06,Morena,Valentine's Day
750,C022,19,3,08-Feb-23,09:22:41,14-Feb-23,22:24:42,Chapra,Valentine's Day
757,C001,2,3,12-Feb-23,10:23:53,20-Feb-23,04:40:28,Shivpuri,Valentine's Day
764,C039,65,3,01-Aug-23,19:59:36,05-Aug-23,09:24:36,Berhampur,All Occasions
770,C080,25,3,29-May-23,00:20:57,07-Jun-23,09:39:12,Pallavaram,Anniversary
777,C016,70,3,24-Feb-23,15:33:57,27-Feb-23,11:29:39,Bhusawal,Birthday
788,C099,53,3,24-Aug-23,04:58:58,27-Aug-23,08:56:52,Durgapur,Raksha Bandhan
802,C097,45,3,23-Mar-23,12:37:23,26-Mar-23,06:19:00,Dibrugarh,Birthday
804,C009,3,3,05-Feb-23,05:37:18,07-Feb-23,01:58:08,Deoghar,Valentine's Day
805,C028,24,3,11-Jun-23,14:39:08,14-Jun-23,18:07:19,Bareilly,Birthday
810,C059,24,3,15-Dec-23,05:57:14,17-Dec-23,12:05:52,New Delhi,Birthday
815,C098,61,3,29-Sep-23,07:08:13,08-Oct-23,14:46:18,Bhatpara,Anniversary
816,C042,35,3,28-Feb-23,19:44:25,10-Mar-23,13:41:37,Ujjain,Holi
820,C033,64,3,22-Aug-23,05:51:43,26-Aug-23,04:52:23,Hapur,Raksha Bandhan
823,C087,64,3,27-Aug-23,15:23:25,01-Sep-23,14:52:40,Alappuzha,Raksha Bandhan
828,C044,8,3,24-Oct-23,16:47:01,01-Nov-23,22:18:58,Gwalior,Anniversary
833,C002,26,3,05-Mar-23,00:40:48,13-Mar-23,01:40:17,Shahjahanpur,Holi
838,C003,19,3,09-Feb-23,10:18:01,17-Feb-23,06:09:40,Sirsa,Valentine's Day
851,C030,13,3,06-Mar-23,11:31:57,10-Mar-23,18:17:54,Singrauli,Holi
853,C050,51,3,17-Sep-23,21:14:53,23-Sep-23,14:27:28,Jorhat,All Occasions
854,C016,62,3,27-Feb-23,02:00:33,02-Mar-23,02:51:29,Bhind,Holi
863,C099,20,3,05-Jun-23,09:28:04,15-Jun-23,03:13:05,Jehanabad,Anniversary
884,C091,10,3,18-Mar-23,22:15:44,27-Mar-23,18:59:55,Tezpur,Birthday
886,C045,53,3,21-Aug-23,08:23:02,25-Aug-23,19:52:35,Nanded,Raksha Bandhan
887,C091,51,3,29-Jun-23,17:20:29,30-Jun-23,09:55:50,Visakhapatnam,All Occasions
888,C014,69,3,06-Mar-23,11:34:43,11-Mar-23,15:14:09,Gandhinagar,Holi
889,C050,36,3,16-Aug-23,23:06:44,18-Aug-23,10:05:02,Bangalore,Birthday
893,C010,63,3,28-Mar-23,15:40:42,07-Apr-23,14:49:23,Sangli-Miraj & Kupwad,All Occasions
900,C027,57,3,07-Apr-23,15:09:00,15-Apr-23,08:30:53,Sagar,Birthday
906,C100,49,3,06-Feb-23,01:16:20,16-Feb-23,09:14:48,Jalandhar,Valentine's Day
917,C052,12,3,24-Jan-23,05:56:54,29-Jan-23,11:04:23,Bareilly,Anniversary
928,C012,23,3,19-Nov-23,11:06:24,27-Nov-23,10:16:12,Bihar Sharif,Anniversary
930,C083,61,3,03-Jun-23,15:52:31,07-Jun-23,19:41:15,Gangtok,Anniversary
933,C038,51,3,14-Nov-23,12:17:01,23-Nov-23,02:50:02,Muzaffarnagar,All Occasions
938,C005,59,3,29-Aug-23,18:12:49,08-Sep-23,01:17:33,Ratlam,Raksha Bandhan
947,C100,38,3,06-Oct-23,19:16:19,08-Oct-23,23:24:47,Nadiad,Birthday
948,C061,26,3,04-Mar-23,18:21:51,07-Mar-23,13:11:26,Dehradun,Holi
950,C014,39,3,16-Oct-23,19:31:00,18-Oct-23,21:09:20,Tiruchirappalli,All Occasions
954,C063,44,3,02-Nov-23,04:01:43,03-Nov-23,18:21:01,Ballia,Diwali
958,C009,16,3,07-Mar-23,14:02:57,14-Mar-23,22:04:41,Bihar Sharif,Holi
960,C032,48,3,05-Nov-23,05:25:49,08-Nov-23,09:56:17,Nadiad,Diwali
973,C031,66,3,26-Feb-23,10:35:55,07-Mar-23,03:46:24,Barasat,Holi
987,C018,65,3,20-Dec-23,09:13:17,25-Dec-23,04:10:09,Bulandshahr,All Occasions
988,C020,4,3,10-Nov-23,09:47:17,15-Nov-23,10:29:19,Mau,Diwali
989,C017,52,3,06-Feb-23,08:11:27,15-Feb-23,02:00:04,Bidhannagar,Valentine's Day
992,C091,43,3,02-Nov-23,14:09:04,03-Nov-23,19:32:39,Chittoor,Diwali
14,C042,60,1,08-Nov-23,03:46:06,15-Nov-23,12:08:02,Bilaspur,Diwali
20,C011,52,1,11-Feb-23,14:36:57,14-Feb-23,01:34:16,Madurai,Valentine's Day
21,C090,32,1,09-Feb-23,11:20:52,12-Feb-23,11:36:26,Bathinda,Birthday
22,C054,43,1,09-Nov-23,01:05:28,14-Nov-23,09:49:47,Tenali,Diwali
36,C029,66,1,04-Mar-23,10:28:53,14-Mar-23,08:14:49,New Delhi,Holi
42,C080,35,1,26-Feb-23,00:08:38,07-Mar-23,17:18:28,Faridabad,Holi
44,C006,14,1,17-Jul-23,21:57:56,27-Jul-23,10:48:09,Bhavnagar,Birthday
49,C020,43,1,11-Nov-23,17:44:30,18-Nov-23,13:49:52,Nangloi Jat,Diwali
51,C036,10,1,15-Mar-23,09:23:49,19-Mar-23,16:46:40,Agartala,Birthday
52,C023,9,1,29-Aug-23,19:55:22,07-Sep-23,04:22:02,Hospet,Raksha Bandhan
54,C059,30,1,13-Apr-23,09:55:01,23-Apr-23,14:30:59,Ratlam,Anniversary
55,C040,5,1,08-Feb-23,08:01:07,13-Feb-23,07:42:58,Kottayam,All Occasions
58,C077,36,1,06-Jan-23,02:51:30,15-Jan-23,08:26:18,Amravati,Birthday
64,C015,25,1,12-Jun-23,02:48:39,15-Jun-23,22:05:41,Chittoor,Anniversary
70,C037,17,1,28-Sep-23,04:21:09,03-Oct-23,11:44:33,Vijayanagaram,Anniversary
73,C057,26,1,03-Mar-23,12:52:36,11-Mar-23,01:28:36,Farrukhabad,Holi
76,C054,4,1,09-Nov-23,05:13:11,12-Nov-23,00:34:50,Anand,Diwali
84,C032,47,1,04-Mar-23,03:31:50,06-Mar-23,07:02:20,Tirupati,Holi
97,C041,41,1,03-Nov-23,20:11:32,08-Nov-23,01:35:25,Bhavnagar,Diwali
98,C031,8,1,30-Oct-23,15:26:00,01-Nov-23,16:34:28,Bulandshahr,Anniversary
115,C095,57,1,28-Apr-23,18:11:22,05-May-23,11:36:31,Jhansi,Birthday
118,C035,62,1,27-Feb-23,14:30:59,05-Mar-23,10:32:52,Bhavnagar,Holi
120,C050,61,1,25-Dec-23,22:26:37,31-Dec-23,09:57:24,Kalyan-Dombivli,Anniversary
123,C026,38,1,15-Jan-23,00:31:09,25-Jan-23,04:58:43,Malegaon,Birthday
136,C036,56,1,05-Sep-23,16:08:59,09-Sep-23,22:12:18,Guna,Anniversary
140,C015,47,1,04-Mar-23,06:19:35,13-Mar-23,21:29:35,Bharatpur,Holi
151,C051,43,1,03-Nov-23,21:42:26,10-Nov-23,03:56:02,Jalna,Diwali
175,C042,31,1,13-Oct-23,01:17:47,20-Oct-23,07:22:52,Navi Mumbai,All Occasions
178,C097,61,1,14-Nov-23,23:04:31,16-Nov-23,02:14:23,Bhilai,Anniversary
182,C070,2,1,08-Feb-23,23:21:30,15-Feb-23,06:07:33,Chennai,Valentine's Day
185,C068,18,1,07-May-23,07:10:45,17-May-23,20:00:43,Raurkela Industrial Township,Birthday
186,C048,61,1,09-May-23,09:09:44,11-May-23,00:16:23,Kollam,Anniversary
189,C016,57,1,19-Nov-23,17:22:19,22-Nov-23,13:21:54,Srikakulam,Birthday
215,C098,17,1,21-May-23,03:54:26,24-May-23,12:37:34,Katni,Anniversary
216,C004,23,1,03-Oct-23,15:46:35,08-Oct-23,20:46:28,Bhatpara,Anniversary
224,C028,34,1,24-Aug-23,21:01:58,29-Aug-23,02:06:40,Suryapet,Raksha Bandhan
228,C035,36,1,10-Mar-23,18:40:52,11-Mar-23,10:30:00,Bijapur,Birthday
234,C097,42,1,24-Mar-23,21:18:12,01-Apr-23,00:36:53,Khandwa,All Occasions
237,C024,55,1,26-Aug-23,09:23:53,30-Aug-23,08:19:20,Sasaram,Raksha Bandhan
242,C012,21,1,23-Aug-23,10:24:46,31-Aug-23,16:02:32,Amroha,Raksha Bandhan
243,C043,3,1,05-Feb-23,20:50:37,10-Feb-23,12:30:54,Siwan,Valentine's Day
259,C001,62,1,05-Mar-23,15:21:54,10-Mar-23,00:04:01,Sirsa,Holi
265,C060,58,1,10-Feb-23,21:17:18,18-Feb-23,06:28:33,Gudivada,Valentine's Day
266,C038,36,1,12-May-23,13:46:56,13-May-23,19:20:09,Sonipat,Birthday
268,C053,38,1,14-Aug-23,07:45:59,23-Aug-23,16:53:30,Katni,Birthday
269,C024,36,1,25-Oct-23,01:12:12,26-Oct-23,17:58:13,Raebareli,Birthday
272,C016,12,1,08-Apr-23,09:40:05,18-Apr-23,20:13:56,Kumbakonam,Anniversary
275,C028,29,1,02-Mar-23,04:13:47,05-Mar-23,01:17:39,Ranchi,Holi
284,C057,17,1,10-Aug-23,16:13:04,16-Aug-23,11:21:57,Aurangabad,Anniversary
292,C053,54,1,27-Sep-23,22:43:35,03-Oct-23,01:44:47,Howrah,Anniversary
295,C079,18,1,29-May-23,15:54:09,02-Jun-23,10:06:42,Tadepalligudem,Birthday
298,C057,3,1,11-Feb-23,23:06:29,12-Feb-23,02:17:43,Bahraich,Valentine's Day
300,C032,22,1,29-Aug-23,19:20:05,08-Sep-23,18:25:16,Tinsukia,All Occasions
303,C051,14,1,20-Nov-23,06:42:57,29-Nov-23,07:08:02,Narasaraopet,Birthday
305,C003,26,1,02-Mar-23,00:10:44,10-Mar-23,14:01:05,Lucknow,Holi
307,C042,3,1,04-Feb-23,21:37:54,08-Feb-23,11:28:10,Durgapur,Valentine's Day
308,C005,57,1,09-Mar-23,07:54:11,12-Mar-23,12:11:24,Haldia,Birthday
312,C044,9,1,22-Aug-23,18:27:36,27-Aug-23,06:01:14,Akola,Raksha Bandhan
319,C044,64,1,20-Aug-23,06:23:07,26-Aug-23,22:44:23,Bikaner,Raksha Bandhan
320,C007,13,1,01-Mar-23,07:49:55,08-Mar-23,08:38:21,Bijapur,Holi
322,C056,15,1,11-Apr-23,08:32:11,15-Apr-23,03:30:27,Udaipur,Anniversary
327,C048,51,1,24-Sep-23,09:29:05,26-Sep-23,20:09:05,Muzaffarnagar,All Occasions
334,C066,53,1,28-Aug-23,21:19:46,01-Sep-23,22:03:03,Patiala,Raksha Bandhan
336,C069,53,1,20-Aug-23,04:32:24,25-Aug-23,19:54:17,Tiruchirappalli,Raksha Bandhan
339,C083,8,1,20-Sep-23,20:07:19,29-Sep-23,10:50:19,Sirsa,Anniversary
346,C090,50,1,04-Mar-23,23:24:17,12-Mar-23,16:46:34,Pondicherry,Holi
351,C099,1,1,16-Jan-23,15:11:07,25-Jan-23,22:29:59,Bhilai,All Occasions
352,C080,28,1,23-Aug-23,23:49:45,02-Sep-23,09:14:52,Bellary,Raksha Bandhan
355,C099,10,1,24-Dec-23,04:52:44,02-Jan-24,09:38:33,Satara,Birthday
356,C028,14,1,08-Jul-23,00:41:40,09-Jul-23,04:31:42,Panvel,Birthday
358,C040,55,1,20-Aug-23,16:53:29,25-Aug-23,13:30:37,Secunderabad,Raksha Bandhan
360,C099,41,1,06-Nov-23,03:11:57,09-Nov-23,17:45:31,Belgaum,Diwali
374,C087,4,1,07-Nov-23,07:47:32,09-Nov-23,22:32:44,Guna,Diwali
375,C091,46,1,11-Feb-23,04:16:25,20-Feb-23,19:37:38,Mysore,Anniversary
379,C078,66,1,03-Mar-23,23:31:41,06-Mar-23,10:44:03,Bhavnagar,Holi
382,C003,24,1,03-Jun-23,10:02:19,13-Jun-23,21:53:48,Kamarhati,Birthday
383,C016,37,1,06-Nov-23,00:16:45,08-Nov-23,20:09:52,Panchkula,Diwali
398,C080,54,1,05-May-23,08:45:21,15-May-23,10:01:43,Dehradun,Anniversary
399,C008,68,1,08-Feb-23,06:21:47,15-Feb-23,07:08:14,Bareilly,Valentine's Day
402,C037,29,1,05-Mar-23,16:42:29,08-Mar-23,13:32:50,Thrissur,Holi
403,C075,57,1,06-Jan-23,11:45:28,16-Jan-23,20:13:26,Chapra,Birthday
405,C033,49,1,10-Feb-23,23:05:14,18-Feb-23,14:47:38,Guwahati,Valentine's Day
410,C025,24,1,01-Jan-23,20:20:49,02-Jan-23,05:57:06,Surendranagar Dudhrej,Birthday
411,C006,48,1,05-Nov-23,16:31:34,08-Nov-23,07:21:26,Nadiad,Diwali
423,C067,19,1,11-Feb-23,16:46:58,17-Feb-23,00:10:05,Alappuzha,Valentine's Day
425,C071,56,1,30-Sep-23,00:02:06,09-Oct-23,22:59:28,North Dumdum,Anniversary
436,C058,8,1,27-Jan-23,06:08:00,03-Feb-23,08:15:49,Salem,Anniversary
437,C010,55,1,24-Aug-23,06:30:47,27-Aug-23,22:56:38,Uluberia,Raksha Bandhan
448,C086,16,1,02-Mar-23,02:42:54,03-Mar-23,13:42:24,Bulandshahr,Holi
466,C053,23,1,03-Oct-23,13:58:22,11-Oct-23,09:59:41,Bally,Anniversary
467,C056,53,1,28-Aug-23,14:18:44,02-Sep-23,15:20:11,Gandhidham,Raksha Bandhan
472,C015,56,1,24-Dec-23,07:32:38,30-Dec-23,22:46:18,Khammam,Anniversary
479,C071,11,1,07-Feb-23,17:48:21,11-Feb-23,10:48:13,Ghaziabad,Valentine's Day
486,C030,24,1,25-Jul-23,14:34:30,30-Jul-23,16:58:35,Ambattur,Birthday
487,C053,51,1,05-Jan-23,16:46:57,09-Jan-23,04:28:18,Sasaram,All Occasions
489,C072,10,1,28-Aug-23,22:26:56,02-Sep-23,04:30:46,Kirari Suleman Nagar,Birthday
490,C075,2,1,12-Feb-23,12:28:03,14-Feb-23,12:27:19,Eluru,Valentine's Day
491,C095,30,1,24-Oct-23,06:14:34,02-Nov-23,22:59:20,Muzaffarnagar,Anniversary
493,C035,11,1,05-Feb-23,22:11:24,06-Feb-23,15:43:11,Gopalpur,Valentine's Day
495,C007,20,1,28-Aug-23,17:42:29,29-Aug-23,22:51:31,Pimpri-Chinchwad,Anniversary
499,C031,59,1,27-Aug-23,12:09:20,02-Sep-23,10:03:32,Ichalkaranji,Raksha Bandhan
503,C020,34,1,29-Aug-23,20:45:45,06-Sep-23,07:49:54,Dehri,Raksha Bandhan
504,C058,25,1,14-Jul-23,13:04:42,24-Jul-23,05:20:36,Meerut,Anniversary
508,C035,69,1,26-Feb-23,17:29:28,04-Mar-23,07:11:06,Varanasi,Holi
512,C008,41,1,05-Nov-23,02:42:41,11-Nov-23,13:10:40,Ranchi,Diwali
514,C090,24,1,01-Jan-23,09:56:10,09-Jan-23,17:56:52,Allahabad,Birthday
524,C084,45,1,15-Aug-23,13:54:54,22-Aug-23,12:29:47,Jalandhar,Birthday
549,C021,64,1,22-Aug-23,19:29:43,01-Sep-23,02:29:10,Erode,Raksha Bandhan
551,C088,67,1,19-Apr-23,20:43:42,23-Apr-23,15:25:04,Kurnool,Anniversary
556,C073,17,1,13-Dec-23,15:34:22,21-Dec-23,15:49:48,Cuttack,Anniversary
559,C084,45,1,19-Dec-23,16:37:11,26-Dec-23,18:35:43,Mau,Birthday
564,C007,40,1,07-Apr-23,00:40:20,15-Apr-23,06:06:57,Gandhinagar,Anniversary
567,C090,66,1,06-Mar-23,06:11:59,15-Mar-23,18:57:04,Unnao,Holi
568,C056,10,1,29-Jun-23,20:55:39,08-Jul-23,13:16:14,Bhubaneswar,Birthday
571,C046,6,1,28-Feb-23,09:38:25,09-Mar-23,04:26:01,Bhatpara,Holi
587,C018,43,1,02-Nov-23,00:51:24,03-Nov-23,10:41:06,Panchkula,Diwali
596,C046,50,1,05-Mar-23,14:57:41,14-Mar-23,17:58:44,Tiruppur,Holi
597,C074,16,1,01-Mar-23,01:05:53,06-Mar-23,02:49:44,Pimpri-Chinchwad,Holi
599,C004,34,1,21-Aug-23,19:32:24,24-Aug-23,12:13:52,Naihati,Raksha Bandhan
612,C075,26,1,02-Mar-23,10:22:25,08-Mar-23,12:39:50,Shivpuri,Holi
614,C089,26,1,03-Mar-23,15:36:13,07-Mar-23,18:51:41,Aizawl,Holi
617,C083,22,1,19-Feb-23,02:53:42,28-Feb-23,17:01:34,Uluberia,All Occasions
619,C091,35,1,06-Mar-23,07:18:46,16-Mar-23,03:17:33,Patiala,Holi
632,C075,51,1,11-Jul-23,22:35:01,12-Jul-23,11:32:50,Adoni,All Occasions
635,C095,67,1,12-Nov-23,18:37:11,22-Nov-23,07:23:32,Navi Mumbai,Anniversary
638,C060,39,1,23-Apr-23,02:13:33,27-Apr-23,02:51:20,Mira-Bhayandar,All Occasions
639,C098,24,1,26-May-23,02:36:31,31-May-23,03:18:25,Amaravati,Birthday
644,C050,67,1,01-Sep-23,14:54:36,11-Sep-23,11:21:18,Parbhani,Anniversary
655,C015,17,1,08-Nov-23,21:19:04,17-Nov-23,18:57:37,Jalna,Anniversary
680,C018,56,1,02-Dec-23,22:20:31,08-Dec-23,02:33:10,Avadi,Anniversary
685,C054,22,1,01-Sep-23,21:04:40,11-Sep-23,08:30:45,Sikar,All Occasions
686,C026,50,1,01-Mar-23,16:29:38,11-Mar-23,21:37:59,Bardhaman,Holi
697,C026,66,1,03-Mar-23,14:20:25,07-Mar-23,15:14:20,Ichalkaranji,Holi
700,C006,6,1,04-Mar-23,18:17:57,09-Mar-23,13:43:07,Gwalior,Holi
702,C067,60,1,10-Nov-23,08:44:24,18-Nov-23,06:26:10,Giridih,Diwali
705,C004,7,1,05-Mar-23,18:18:01,14-Mar-23,17:57:09,Pimpri-Chinchwad,Holi
718,C028,49,1,09-Feb-23,05:13:35,13-Feb-23,06:22:05,Jabalpur,Valentine's Day
724,C059,51,1,08-Apr-23,23:02:18,16-Apr-23,08:00:19,Pallavaram,All Occasions
729,C030,17,1,23-Feb-23,18:19:53,25-Feb-23,11:51:19,Kollam,Anniversary
730,C097,59,1,22-Aug-23,02:04:03,25-Aug-23,22:39:30,Sangli-Miraj & Kupwad,Raksha Bandhan
